predicted_class1,actual_class
left,left
leanright,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
right,left
center,left
leanright,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
leanleft,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
right,left
right,left
left,left
left,left
center,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
right,left
right,left
left,left
leanright,left
center,left
leanright,left
leanright,left
center,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
center,left
leanright,left
leanleft,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
center,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
leanright,left
left,left
left,left
right,left
right,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
center,left
right,left
left,left
center,left
left,left
leanleft,left
center,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
leanleft,left
leanleft,left
leanright,left
left,left
leanright,left
leanright,left
leanleft,left
right,left
left,left
leanright,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
leanleft,left
leanright,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
center,left
left,left
left,left
right,left
left,left
left,left
leanleft,left
leanleft,left
center,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
right,left
left,left
right,left
left,left
left,left
left,left
leanright,left
left,left
leanright,left
leanleft,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
leanleft,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
left,left
right,left
leanright,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
center,left
leanright,left
left,left
left,left
right,left
left,left
left,left
left,left
center,left
left,left
leanright,left
center,left
left,left
center,left
left,left
left,left
center,left
center,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
center,left
leanleft,left
center,left
leanright,left
center,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
center,left
left,left
center,left
left,left
leanleft,left
left,left
right,left
left,left
left,left
leanright,left
left,left
left,left
right,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
center,left
center,left
left,left
leanright,left
center,left
center,left
leanright,left
left,left
leanleft,left
left,left
leanleft,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
center,left
leanleft,left
left,left
left,left
leanleft,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
center,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
leanright,left
left,left
leanright,left
leanright,left
left,left
leanright,left
leanleft,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
leanleft,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
leanleft,left
left,left
center,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
right,left
leanright,left
left,left
left,left
leanright,left
left,left
left,left
left,left
center,left
left,left
leanright,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
right,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
leanright,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
leanright,left
leanright,left
left,left
leanright,left
center,left
left,left
leanleft,left
leanright,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
right,left
leanleft,left
left,left
center,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
leanright,left
leanright,left
leanleft,left
leanright,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
leanleft,left
right,left
left,left
leanright,left
left,left
left,left
left,left
left,left
leanleft,left
leanright,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
leanleft,left
leanright,left
right,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
leanright,left
left,left
leanleft,left
center,left
left,left
left,left
left,left
right,left
left,left
left,left
right,left
left,left
left,left
center,left
left,left
right,left
left,left
left,left
center,left
left,left
left,left
leanright,left
left,left
left,left
left,left
leanright,left
left,left
left,left
leanright,left
left,left
left,left
left,left
leanright,left
left,left
leanleft,left
leanleft,left
left,left
left,left
right,left
leanright,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
center,left
leanleft,left
leanright,left
leanleft,left
right,left
left,left
left,left
leanright,left
right,left
leanleft,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
leanleft,left
left,left
right,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
leanright,left
left,left
leanright,left
leanright,left
right,left
leanleft,left
leanright,left
left,left
left,left
leanright,left
left,left
left,left
left,left
center,left
left,left
left,left
leanleft,left
right,left
leanleft,left
left,left
leanright,left
left,left
left,left
left,left
right,left
center,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
right,left
left,left
left,left
leanleft,left
center,left
left,left
left,left
leanright,left
left,left
center,left
left,left
right,left
leanright,left
left,left
left,left
left,left
left,left
leanright,left
center,left
left,left
left,left
left,left
leanright,left
left,left
left,left
leanleft,left
left,left
center,left
center,left
left,left
leanleft,left
left,left
left,left
center,left
center,left
left,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
leanright,left
right,left
left,left
left,left
left,left
left,left
leanright,left
right,left
left,left
leanright,left
left,left
center,left
left,left
left,left
left,left
leanleft,left
center,left
left,left
left,left
left,left
right,left
leanright,left
left,left
right,left
left,left
left,left
left,left
left,left
leanright,left
right,left
left,left
left,left
left,left
leanright,left
left,left
center,left
left,left
leanright,left
left,left
left,left
left,left
leanright,left
left,left
right,left
leanleft,left
left,left
leanright,left
left,left
left,left
left,left
leanright,left
left,left
left,left
leanright,left
left,left
center,left
center,left
left,left
leanleft,left
leanright,left
left,left
left,left
leanleft,left
leanright,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
leanright,left
left,left
center,left
leanright,left
leanleft,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
right,left
leanleft,left
leanleft,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
right,left
left,left
left,left
leanleft,left
left,left
left,left
center,left
leanright,left
center,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
leanright,left
left,left
center,left
left,left
right,left
left,left
left,left
leanright,left
leanleft,left
left,left
left,left
leanleft,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
leanright,left
left,left
leanleft,left
leanright,left
left,left
left,left
left,left
left,left
leanleft,left
leanleft,left
left,left
left,left
right,left
left,left
leanright,left
leanleft,left
left,left
center,left
leanleft,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
leanright,left
left,left
center,left
leanleft,left
center,left
left,left
left,left
left,left
leanleft,left
leanright,left
left,left
left,left
leanright,left
left,left
left,left
leanright,left
left,left
left,left
left,left
right,left
center,left
left,left
leanleft,left
right,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
leanright,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
right,left
right,left
leanright,left
left,left
right,left
left,left
left,left
left,left
leanright,left
leanright,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
leanright,left
leanleft,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
leanright,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
leanright,left
left,left
leanright,left
left,left
leanleft,left
leanleft,left
left,left
left,left
left,left
right,left
left,left
leanright,left
leanright,left
left,left
left,left
leanright,left
left,left
right,left
leanright,left
left,left
left,left
left,left
center,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
center,left
leanright,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
leanleft,left
center,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
leanright,left
left,left
leanright,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
leanright,left
left,left
left,left
left,left
left,left
right,left
left,left
center,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
center,left
center,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
center,left
left,left
center,left
left,left
center,left
left,left
right,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
center,left
right,left
left,left
leanleft,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
right,left
right,left
left,left
left,left
right,left
right,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
center,left
leanleft,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
right,left
leanright,left
center,left
leanright,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
center,left
left,left
right,left
center,left
left,left
left,left
left,left
right,left
leanright,left
center,left
left,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
leanright,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
leanright,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
center,left
left,left
center,left
center,left
left,left
left,left
right,left
left,left
left,left
center,left
leanright,left
leanright,left
left,left
left,left
center,left
center,left
center,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
right,left
right,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
left,left
right,left
leanleft,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
leanright,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
right,left
right,left
left,left
leanright,left
left,left
right,left
left,left
left,left
leanright,left
left,left
left,left
left,left
center,left
center,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
leanright,left
leanleft,left
left,left
left,left
leanleft,left
left,left
left,left
center,left
left,left
left,left
center,left
left,left
center,left
left,left
right,left
left,left
left,left
leanleft,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
leanleft,left
left,left
left,left
leanright,left
left,left
left,left
left,left
leanright,left
center,left
left,left
center,left
left,left
left,left
left,left
leanleft,left
left,left
leanright,left
left,left
center,left
left,left
leanleft,left
right,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
leanleft,left
leanleft,left
left,left
left,left
leanright,left
left,left
left,left
leanright,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
leanright,left
right,left
right,left
left,left
left,left
left,left
right,left
left,left
right,left
center,left
right,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
leanleft,left
right,left
leanright,left
left,left
leanright,left
left,left
leanright,left
leanright,left
leanright,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
leanright,left
leanright,left
left,left
left,left
left,left
left,left
center,left
left,left
right,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
center,left
left,left
leanright,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
leanright,left
left,left
left,left
right,left
right,left
left,left
center,left
leanright,left
leanleft,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
leanright,left
leanright,left
left,left
left,left
right,left
left,left
leanleft,left
left,left
right,left
leanright,left
center,left
left,left
left,left
left,left
center,left
left,left
leanleft,left
leanright,left
leanleft,left
left,left
left,left
center,left
left,left
left,left
left,left
leanright,left
left,left
right,left
leanleft,left
left,left
leanright,left
left,left
left,left
left,left
center,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
right,left
center,left
right,left
leanright,left
leanleft,left
right,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
right,left
center,left
left,left
left,left
left,left
leanright,left
right,left
right,left
left,left
left,left
left,left
right,left
right,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
center,left
left,left
left,left
left,left
left,left
center,left
left,left
right,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
leanright,left
leanleft,left
left,left
left,left
left,left
right,left
left,left
left,left
left,left
left,left
right,left
center,left
left,left
leanleft,left
left,left
left,left
center,left
left,left
center,left
left,left
right,left
leanleft,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
right,left
left,left
leanright,left
left,left
left,left
left,left
leanright,left
right,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
right,left
left,left
leanright,left
left,left
left,left
left,left
left,left
left,left
left,left
left,left
right,left
left,left
right,left
left,left
left,left
left,left
left,left
left,left
right,left
left,left
left,left
leanleft,left
leanleft,left
left,left
center,left
left,left
right,left
leanright,left
right,left
left,left
left,left
left,left
left,left
left,left
leanleft,left
left,left
left,left
left,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
leanright,left
left,left
left,left
left,left
left,left
center,left
left,left
left,left
leanleft,left
left,left
left,left
right,left
right,left
right,left
right,left
left,left
leanleft,left
left,left
center,left
center,left
right,left
right,left
right,left
right,left
right,left
leanright,left
right,left
right,left
left,left
right,left
center,left
right,left
right,left
right,left
leanleft,left
right,left
leanright,left
leanright,left
right,left
leanleft,left
right,left
right,left
right,left
right,left
right,left
right,left
center,left
leanleft,left
right,left
leanleft,left
leanright,left
leanright,left
left,left
right,left
right,left
right,left
right,left
right,left
right,left
right,left
right,left
right,left
right,left
right,left
center,left
right,left
right,left
leanleft,left
right,left
center,left
left,left
right,left
right,left
right,left
right,left
right,left
leanright,right
right,right
right,right
right,right
right,right
center,right
leanright,right
right,right
right,right
left,right
right,right
left,right
right,right
left,right
right,right
right,right
right,right
right,right
left,right
right,right
right,right
leanleft,right
right,right
right,right
right,right
leanleft,right
leanright,right
right,right
right,right
right,right
right,right
right,right
left,right
right,right
left,right
right,right
right,right
right,right
right,right
left,right
right,right
leanleft,right
right,right
leanleft,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
right,right
left,right
right,right
right,right
right,right
right,right
leanright,right
right,right
right,right
leanright,right
right,right
center,right
right,right
leanright,right
right,right
right,right
leanright,right
right,right
leanleft,right
right,right
right,right
right,right
right,right
left,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
right,right
leanright,right
right,right
left,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
center,right
right,right
right,right
leanright,right
right,right
right,right
center,right
right,right
right,right
right,right
leanright,right
right,right
right,right
right,right
right,right
left,right
right,right
right,right
right,right
right,right
left,right
leanleft,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
leanright,right
right,right
center,right
right,right
left,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
leanleft,right
center,right
right,right
right,right
right,right
right,right
right,right
left,right
left,right
left,right
right,right
right,right
right,right
center,right
right,right
right,right
left,right
right,right
right,right
leanright,right
right,right
right,right
left,right
right,right
leanright,right
leanleft,right
right,right
right,right
right,right
right,right
right,right
center,right
right,right
right,right
left,right
center,right
right,right
right,right
center,right
leanleft,right
right,right
left,right
right,right
leanleft,right
center,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
leanright,right
left,right
right,right
leanleft,right
right,right
leanleft,right
right,right
leanleft,right
right,right
right,right
right,right
leanleft,right
right,right
right,right
right,right
right,right
right,right
leanleft,right
right,right
right,right
right,right
right,right
center,right
right,right
leanright,right
right,right
right,right
left,right
right,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
leanright,right
right,right
right,right
leanright,right
left,right
right,right
left,right
right,right
right,right
right,right
right,right
leanright,right
right,right
right,right
leanright,right
leanright,right
right,right
right,right
right,right
center,right
right,right
center,right
right,right
right,right
leanright,right
right,right
right,right
right,right
right,right
center,right
right,right
center,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
leanleft,right
right,right
right,right
center,right
right,right
center,right
right,right
right,right
center,right
left,right
left,right
leanright,right
right,right
right,right
right,right
right,right
center,right
right,right
right,right
right,right
right,right
leanright,right
left,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
center,right
right,right
leanleft,right
right,right
right,right
right,right
right,right
center,right
right,right
right,right
right,right
right,right
leanleft,right
center,right
right,right
leanright,right
center,right
left,right
leanleft,right
center,right
leanleft,right
right,right
right,right
left,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
center,right
right,right
right,right
right,right
leanleft,right
right,right
right,right
right,right
right,right
right,right
right,right
leanright,right
right,right
right,right
right,right
leanright,right
right,right
left,right
right,right
right,right
right,right
right,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
center,right
right,right
left,right
right,right
right,right
right,right
right,right
left,right
right,right
leanright,right
right,right
left,right
left,right
center,right
right,right
center,right
right,right
right,right
right,right
right,right
right,right
right,right
leanleft,right
leanright,right
right,right
center,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
right,right
right,right
right,right
right,right
leanright,right
left,right
right,right
right,right
right,right
right,right
center,right
right,right
leanright,right
leanleft,right
right,right
right,right
right,right
right,right
left,right
right,right
left,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
center,right
left,right
leanleft,right
right,right
right,right
right,right
leanleft,right
center,right
right,right
right,right
right,right
right,right
center,right
right,right
right,right
right,right
right,right
right,right
center,right
right,right
right,right
center,right
right,right
right,right
right,right
right,right
right,right
leanleft,right
right,right
leanright,right
right,right
leanright,right
right,right
right,right
center,right
right,right
leanright,right
right,right
right,right
right,right
right,right
center,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
leanright,right
leanright,right
leanleft,right
right,right
right,right
right,right
center,right
right,right
right,right
right,right
leanleft,right
left,right
right,right
left,right
leanright,right
right,right
right,right
leanleft,right
right,right
right,right
right,right
center,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
center,right
right,right
right,right
center,right
right,right
right,right
right,right
right,right
right,right
leanleft,right
right,right
right,right
right,right
left,right
right,right
leanleft,right
right,right
right,right
leanleft,right
right,right
left,right
right,right
left,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
right,right
right,right
right,right
leanright,right
right,right
left,right
right,right
right,right
left,right
right,right
leanleft,right
right,right
right,right
right,right
leanright,right
right,right
center,right
right,right
leanright,right
right,right
right,right
right,right
right,right
leanright,right
right,right
right,right
left,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
center,right
right,right
right,right
right,right
right,right
left,right
center,right
left,right
right,right
leanleft,right
right,right
right,right
center,right
leanleft,right
right,right
leanright,right
left,right
right,right
right,right
left,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
right,right
right,right
leanleft,right
right,right
center,right
right,right
right,right
leanleft,right
right,right
center,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
right,right
right,right
right,right
leanright,right
right,right
center,right
center,right
right,right
right,right
right,right
right,right
right,right
right,right
center,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
right,right
right,right
right,right
right,right
center,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
leanleft,right
right,right
leanleft,right
left,right
right,right
center,right
right,right
right,right
right,right
leanleft,right
leanright,right
right,right
right,right
right,right
leanleft,right
right,right
right,right
right,right
leanleft,right
right,right
center,right
right,right
right,right
right,right
center,right
right,right
leanleft,right
right,right
right,right
leanleft,right
leanleft,right
leanleft,right
right,right
right,right
right,right
right,right
leanright,right
right,right
right,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
leanright,right
right,right
left,right
left,right
right,right
left,right
leanleft,right
right,right
right,right
center,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
leanright,right
right,right
center,right
right,right
right,right
right,right
left,right
leanleft,right
right,right
right,right
left,right
right,right
right,right
leanright,right
left,right
left,right
right,right
leanright,right
leanleft,right
right,right
left,right
leanright,right
left,right
right,right
right,right
right,right
leanright,right
right,right
leanleft,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
right,right
right,right
left,right
left,right
right,right
right,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
center,right
leanright,right
left,right
right,right
right,right
right,right
leanleft,right
right,right
left,right
left,right
right,right
right,right
right,right
center,right
leanright,right
right,right
leanright,right
right,right
right,right
right,right
right,right
right,right
left,right
right,right
right,right
right,right
right,right
left,right
leanright,right
leanright,right
left,right
leanright,right
left,right
right,right
leanleft,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
left,right
leanleft,right
right,right
center,right
right,right
right,right
right,right
right,right
center,right
leanleft,right
right,right
right,right
left,right
right,right
leanleft,right
right,right
right,right
right,right
right,right
leanright,right
leanright,right
left,right
right,right
right,right
right,right
center,right
right,right
right,right
right,right
right,right
leanright,right
right,right
right,right
center,right
right,right
left,right
right,right
right,right
leanleft,right
right,right
right,right
leanright,right
right,right
right,right
right,right
leanleft,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
leanleft,right
center,right
leanleft,right
right,right
leanright,right
center,right
center,right
right,right
right,right
left,right
leanright,right
right,right
right,right
right,right
center,right
right,right
center,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
center,right
right,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
leanleft,right
right,right
right,right
right,right
right,right
center,right
right,right
right,right
right,right
left,right
right,right
right,right
left,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
right,right
leanleft,right
right,right
right,right
right,right
leanleft,right
right,right
leanleft,right
leanleft,right
leanright,right
right,right
right,right
right,right
right,right
right,right
leanright,right
right,right
leanleft,right
center,right
right,right
right,right
right,right
leanright,right
right,right
right,right
right,right
leanright,right
right,right
right,right
center,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
leanright,right
left,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
leanleft,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
right,right
right,right
leanright,right
right,right
right,right
right,right
center,right
right,right
right,right
right,right
right,right
right,right
right,right
left,right
right,right
right,right
right,right
right,right
leanright,right
left,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
center,right
left,right
right,right
right,right
leanright,right
center,right
right,right
right,right
leanleft,right
left,right
right,right
right,right
right,right
right,right
right,right
left,right
right,right
leanleft,right
right,right
right,right
right,right
left,right
right,right
right,right
right,right
right,right
leanleft,right
right,right
center,right
right,right
leanright,right
right,right
right,right
right,right
leanleft,right
center,right
center,right
right,right
right,right
right,right
right,right
right,right
leanright,right
right,right
right,right
leanleft,right
left,right
right,right
right,right
right,right
right,right
right,right
center,right
right,right
right,right
leanleft,right
right,right
right,right
leanright,right
center,right
right,right
leanright,right
right,right
leanleft,right
center,right
right,right
right,right
right,right
right,right
right,right
left,right
leanright,right
right,right
center,right
right,right
right,right
right,right
right,right
left,right
right,right
right,right
right,right
leanleft,right
right,right
right,right
right,right
center,right
right,right
left,right
right,right
right,right
leanright,right
right,right
right,right
leanright,right
center,right
leanleft,right
right,right
right,right
right,right
leanleft,right
right,right
center,right
right,right
leanright,right
left,right
center,right
right,right
center,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
leanleft,right
right,right
right,right
leanright,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
right,right
leanleft,right
right,right
right,right
right,right
right,right
left,right
leanleft,right
left,right
right,right
right,right
right,right
right,right
right,right
leanright,right
right,right
leanright,right
left,right
right,right
right,right
left,right
leanleft,right
right,right
right,right
right,right
left,right
right,right
center,right
right,right
leanright,right
right,right
right,right
right,right
right,right
right,right
right,right
leanleft,right
right,right
leanleft,right
right,right
right,right
right,right
right,right
right,right
right,right
leanleft,right
